text,cmp_code,party_id,date
"and will provide a focused, statutory office to be an advocate for older people,",706,53420,200705
as well as providing a dedicated service for redress beyond existing organisations.,706,53420,200705
We will ensure that high standards are set and enforced for nursing home care.,706,53420,200705
"We will strongly support and implement new HIQA role, especially in nursing homes and in public residential care centres and homes.",0,53420,200705
"Minister Mary Harney has introduced the first-ever standards for individual care plans in nursing homes,",706,53420,200705
adding to physical standards of facilities.,706,53420,200705
"For the first time, these standards will also apply to public facilities.",504,53420,200705
We will ensure that the Health Information and Quality Authority,303,53420,200705
and the Office of the Chief Inspector of Social Services will set and enforce standards fairly and openly.,303,53420,200705
We will implement the Fair Deal from the start of 2008.,706,53420,200705
"For at least the last 13 years, the system of support for people needing nursing home care was unfair, unpredictable and, in many cases, financially devastating.",706,53420,200705
"No government addressed this huge problem, until Minister Mary Harney brought to Government the Fair Deal that was adopted as policy,",305,53420,200705
"meaning entirely new, fair, transparent rules for sharing of the cost of nursing home care.",303,53420,200705
"This will mean everyone will make some contribution to the cost of care, on a fair basis,",503,53420,200705
"and the State will pay all the balance,",503,53420,200705
even when there are price increases.,503,53420,200705
"No-one will ever be asked to contribute more than four fifths their own, actual, disposable income.",503,53420,200705
A Deferred Contribution of a maximum of 5% of the value of a principal private residence (2.5% for a spouse) will be made for each year of care – up to a maximum of three years.,503,53420,200705
"After three years in care, no additional amount will be added.",504,53420,200705
It will be an option if people or their families wish to pay the deferred charge upfront.,504,53420,200705
"No family members will be required to come up with cash to pay for their parent’s care and,",504,53420,200705
"of course, there will be no means testing of relatives.",504,53420,200705
"No person in care, their spouse or a dependant child",504,53420,200705
will ever be forced to mortgage or sell their house to pay for care.,504,53420,200705
Patients and their families will not be exposed to rising nursing home prices.,504,53420,200705
People will be supported equally in public and private nursing home places.,504,53420,200705
"Overall, the State will continue to meet more than two-thirds of the cost of long term care in our country.",504,53420,200705
"In the context of the Fair Deal, we will also invest in new public long term care places.",504,53420,200705
"Minister Harney has already provided funding for 800 new beds in 2007, over 400 of which will be in the public sector.",504,53420,200705
